domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily
microwave,mw_interference,3,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,4,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,5,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,6,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,4,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,412,0,8,181,1.0,0.9809523809523809,0.9903846153846153,0.0,0.01904761904761905,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,7,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,8,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,3,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,9,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,10,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,11,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,12,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,5,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,411,0,9,181,1.0,0.9785714285714285,0.9891696750902527,0.0,0.02142857142857143,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,13,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,14,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,15,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,16,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,17,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,18,POP~R_D05_1,interference,False,20.0,184.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,184.0,184.0,204.0,210.0,,,,,20.0,20.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,397,0,23,181,1.0,0.9452380952380952,0.9718482252141982,0.0,0.05476190476190476,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,19,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,4,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,413,0,7,181,1.0,0.9833333333333333,0.9915966386554621,0.0,0.016666666666666666,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,20,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,21,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,22,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,5,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,411,0,9,181,1.0,0.9785714285714285,0.9891696750902527,0.0,0.02142857142857143,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,23,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,3,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,24,POP~R_D05_1,interference,False,19.0,186.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,186.0,186.0,205.0,211.0,,,,,19.0,19.0,,,,0.0,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,25,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,415,0,5,181,1.0,0.9880952380952381,0.9940119760479043,0.0,0.011904761904761904,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,26,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,27,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,28,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,3,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,29,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,30,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,3,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,414,0,6,181,1.0,0.9857142857142858,0.9928057553956835,0.0,0.014285714285714285,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,1,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,2,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,3,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,4,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,5,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,6,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,7,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,8,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,9,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,10,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,11,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,12,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,13,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,14,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,15,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,16,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,17,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,18,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,19,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,20,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,21,POP~R_D05_1,config_change,False,12.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,205.0,211.0,,,,,12.0,12.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,396,0,14,191,1.0,0.9658536585365853,0.9826302729528535,0.0,0.03414634146341464,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
